Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
SILVERIETF.NS,SILVERIETF,ICICIPRAMC-ICICISILVE,ETF,Commodity ETF,INF109KC1Y56,149464,ICICI PRUDENTIAL SILVER ETF,231.3538,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.17,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SMALL250.NS,SMALL250,MIRAEAMC - SMALL250,ETF,Equity ETF,INF769K01PQ4,153946,Mirae Asset Nifty Smallcap 250 ETF,18.0217,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2699.31,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SMALLADD.NS,SMALLADD,DSPAMC - SMALLADD,ETF,Equity ETF,INF740KA1WX3,154024,DSP Nifty Smallcap 250 ETF,18.067,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,536.41,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SMALLCAP.NS,SMALLCAP,MIRAEAMC-SMALLCAP,ETF,Equity ETF,INF769K01LC3,152455,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,47.0082,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,79013.28,0.0151,,,Equity Scheme - Small Cap Fund,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SMALLGROWW.NS,SMALLGROWW,GROWWAMC - SMALLGROWW,ETF,Equity ETF,INF666M01PG9,154384,Groww Nifty Smallcap 250 Momentum Quality 100 ETF,47.0552,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,,0.0039,,,Other Scheme - Other  ETFs,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.6,AUM missing; Tracking quality metric missing,2026-07-04 05:36:47
SMALLIETF.NS,SMALLIETF,ICICIPRAMC - SMALLIETF,ETF,Equity ETF,INF109K1A476,154404,ICICI Prudential Nifty Smallcap 250 ETF,17.9966,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4067.81,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Fuzzy),auto_amfi_ter_tracking_latest.csv (Import Fuzzy),,,auto_amfi_ter_tracking_latest.csv (Import Fuzzy),0.85,Complete,2026-07-04 05:36:48
SML100CASE.NS,SML100CASE,ZERODHAAMC - SML100CASE,ETF,Equity ETF,INF0R8F01141,153837,Zerodha Nifty Smallcap 100 ETF,10.8742,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3717.75,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:48
SNXT30BEES.NS,SNXT30BEES,NIPPONAMC - SNXT30BEES,ETF,Equity ETF,INF204KC1EZ3,153569,Nippon India BSE Sensex Next 30 ETF,42.2841,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,469.43,0.008,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
SNXT50BETA.NS,SNXT50BETA,UTIAMC-SNXT50BETA,ETF,Equity ETF,INF789F1AUU3,146388,UTI - BSE Sensex Next 50 Exchange Traded Fund,93.5177,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2999.46,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TATAGOLD.NS,TATAGOLD,TATAAML-TATAGOLD,ETF,Commodity ETF,INF277KA1976,152284,Tata Gold Exchange Traded Fund,14.1153,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,10959.26,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TATSILV.NS,TATSILV,TATAAML-TATSILV,ETF,Commodity ETF,INF277KA1984,152285,Tata Silver Exchange Traded Fund,22.5091,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TECH.NS,TECH,BIRLASLAMC-TECH,ETF,Parking/Debt ETF,INF209KB11D8,149293,Aditya Birla Sun Life Nifty IT ETF,29.9884,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19010.22,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TNIDETF.NS,TNIDETF,TATAAML-TNIDETF,ETF,Equity ETF,INF277KA1364,149959,Tata Nifty India Digital Exchange Traded Fund,82.233,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,17050.29,0.0074,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TOP100CASE.NS,TOP100CASE,ZERODHAAMC-TOP100CASE,ETF,Equity ETF,INF0R8F01067,152667,Zerodha Nifty 100 ETF,10.6089,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,12203.79,0.0079,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TOP10ADD.NS,TOP10ADD,DSPAMC - TOP10ADD,ETF,Equity ETF,INF740KA1UR9,152812,DSP Nifty Top 10 Equal Weight ETF,87.8649,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,82144.5,0.008,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TOP15IETF.NS,TOP15IETF,ICICIPRAMC - TOP15IETF,ETF,Equity ETF,INF109K1A344,153617,ICICI Prudential Nifty Top 15 Equal Weight ETF,9.9236,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,855.99,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TOP20.NS,TOP20,MIRAEAMC - TOP20,ETF,Equity ETF,INF769K01PZ5,154060,Mirae Asset Nifty Top 20 Equal Weight ETF,8.788,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,887.55,0.0069,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
TWCGOLDETF.NS,TWCGOLDETF,WEALTH - TWCGOLDETF,ETF,Commodity ETF,INF2F0001370,154092,The Wealth Company Gold ETF,144.6276,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1885.52,,,-0.0261,Domestic Price of Physical Gold,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:48
UNIONGOLD.NS,UNIONGOLD,UNIONAMC - UNIONGOLD,ETF,Commodity ETF,INF582M01KS4,153337,Union Gold ETF,142.2173,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,25898.28,0.0048,,,Other Scheme - FoF Domestic,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
VAL30IETF.NS,VAL30IETF,ICICIPRAMC - VAL30IETF,ETF,Equity ETF,INF109KC16X5,152932,ICICI Prudential Nifty200 Value 30 ETF,15.4481,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3089.19,0.0026,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
VALUE.NS,VALUE,MIRAEAMC - VALUE,ETF,Equity ETF,INF769K01QV2,154299,Mirae Asset Nifty 500 Value 50 ETF,16.243,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,76.29,0.0156,,,Equity Scheme - Value Fund,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
VALUEAXIS.NS,VALUEAXIS,AXISAMC-VALUEAXIS,ETF,Equity ETF,INF846KA1119,153414,Axis Nifty500 Value 50 ETF,33.0694,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2383.81,0.0024,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:48
